listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200791	Echoing Hope Ranch	"8344 S Hereford Rd, , Hereford, Arizona 85615"	March to November	"Artichoke;Arugula;Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnips;;Cut flowers;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-04-02	One advance payment prior to the beginning of the delivery season;	Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200792	Firefly Ridge	"8753 Hollister Rd., Laingsburg , Michigan 48848"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Cut flowers;Dry beans;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-04-15	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;	
200793	Providence Garden of Hope	"3626 Railroad Avenue, Redding, California 96001"	June to October	"Figs;Grapes (black, green, red, etc.);Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Peaches (yellow, white, etc.);Pears;Plums (black, green, red, etc.);Watermelons;;Artichoke;Arugula;Asparagus;Beans, other (lima, etc.);Bok Choy;Broccoli;Cauliflower;Celery;Collard Greens;Cucumbers;Green beans;Okra;Peanuts;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Cut flowers;Eggs;Honey;Nuts;"	Half shares;	CSA offers options for specific product categories;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Barter;Volunteer Work;Cash;Personal Checks;Debit card/Credit card;Work Share;	SNAP;
200794	"Nishnabotna Naturals,  Organic Producer of Vegetables, Fruits and Nuts"	"21575 370th street, oakland, Iowa 51560"	May to December	"Wild PlumsApples;Avocados;Cherries (sweet, tart, etc.);Figs;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Honeydew melons;Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Pears;Watermelons;Wild Plums;;Brussel Sprouts, Cauliflower, Cabbage (red and green), HerbsArtichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;Brussel Sprouts, Cauliflower, Cabbage (red and green), Herbs;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Dry beans;Eggs;Fresh and/or dried herbs;Grains and/or flour;Juices and/or non-alcoholic ciders;Nuts;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;Jams, Jellies, Fruit Sauces,;"	Half shares;	CSA decides product based on supply availability;CSA Shareholders each are entitled to 1/30th of farm production.;	2018-03-01	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";No antibiotics;No hormones;No pesticides;Fair labor practices, living wage, fair trade, etc.;Sustainably Farmed, Extensive use of berms and planting beds on contours for water capture and erosion control, cover crops during non-growing seasons, living and vegetative mulches for moisture control, Natural & OMRI Certified organic pest control.;"	Cash;Personal Checks;	
200795	City Fresh	"New Agrarian Center PO Box 357, Oberlin, Ohio 44074"	June to October	"Cherries (sweet, tart, etc.);Currants;Figs;Grapes (black, green, red, etc.);Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Kale;Kohlrabi;Okra;Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Dry beans;Fresh and/or dried herbs;Maple syrup and/or maple products;"	"Full shares;Half shares;weekly shares, low income shares, family shares, single shares;"	CSA decides product based on supply availability;	2018-06-11	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Customers pick up from CSA farm;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200796	Sunset Harvest Farm	"13930 Elwell Rd, Belleville, Michigan 48111"	June to October	"Apples;Kiwi;Pears;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Broccoli;Broccolini/baby broccoli;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-05-28	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200797	Adragone Aeroponics	"3140 Conestoga Road, Glenmoore, Pennsylvania 19343"	Year-round	"Arugula;Beets;Carrots;Collard Greens;Garlic;Kohlrabi;Peppers, hot;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Dairy products: milk, cheese, etc.;Eggs;"	Full shares;Half shares;	CSA offers options for specific product categories;Customers order specific items in advance of each delivery;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;"	Barter;Cash;Personal Checks;	
200798	Sunflower Hill Farm	", Augusta, Missouri"	May to September	"Apricots;Cherries (sweet, tart, etc.);Currants;Figs;Peaches (yellow, white, etc.);Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Kale;Kohlrabi;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Swiss chard;Tomatillo;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Cut flowers;Eggs;Fresh and/or dried herbs;Honey;Soap and/or body care products;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Half shares;	CSA decides product based on supply availability;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200799	Oasis Aqua Farm	"2450 Beaver Valley Road, Beavercreek, Ohio 45434"	Year-round	"Arugula;Collard Greens;Kohlrabi;Mustard Greens;Parsnips;Spinach: baby, regular;Tomatoes (plum, round, etc.);Turnip greens;;Eggs;Yellow PerchYellow Perch;;Fresh and/or dried herbs;"	Full shares;Half shares;Salad Shares;	CSA decides product based on supply availability;	2018-09-26	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;"	Cash;Personal Checks;Debit card/Credit card;	
200800	Volkstuin Farms Austell	"2710 Jefferson Street, Austell, Georgia 30168"	Year-round	"Artichoke;Arugula;Beets;Cauliflower;Collard Greens;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2019-01-14	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200801	HartBeet Farm	"349 Blackwell Ln, Eolia, Missouri 63344"	May to November	"Apricots;Mangos, papayas, pineapples and other tropical fruit;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Rhubarb;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatillo;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Maple syrup and/or maple products;Mushrooms;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-01-01	"One advance payment prior to the beginning of the delivery season;One payment at sign-up, remainder by May 1st;"	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Certified ""Naturally Grown"";No antibiotics;No pesticides;"	Cash;Personal Checks;Debit card/Credit card;	
200802	Western Montana Growers Cooperative	"1500 Burns Street, Suite C, Missoula, Montana 59802"	Year-round	"Apples;Cherries (sweet, tart, etc.);Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Pears;Persimmons;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Coffee and/or tea;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Grains and/or flour;Honey;Chicken;Turkey;;Beef/veal (sausage);Beef/veal (steaks, roasts);Lamb (ground);Pork (bacon);Rabbit;;Soap and/or body care products;"	large; small;	CSA offers options for specific product categories;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Customers pick up from CSA farm;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Montana Homegrown;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200803	Lakeside Farm Stand	"31 Lake Drive, Guilford , Connecticut 06437"	Year-round	"Asian PearsApples;Currants;Pears;Asian Pears;;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Swiss chard;Tomatillo;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;Chicken;;Beef/veal (sausage);Beef/veal (steaks, roasts);Elk;Goat;Lamb (chops, roasts);Lamb (ground);Lamb (sausage);Pork (bacon);Pork (cold cuts);Rabbit;;"	Half shares;	CSA offers options for specific product categories;	2019-01-05	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
